date,text,NumberLikes,NumberComments,NumberViews
2021-05-29,"Pears are the secret ingredient when it comes to making this crunchy and sweet Non-Spicy White Kimchi! Made without red pepper flakes, this healthy side dish is bound to be a favourite of families with young children. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/34oaQHC,",330,2,0
2021-05-29,"Peppery and savoury, @sarahhuangbenjamin's Traditional Bak Kut Teh is an affair of spice and comfort that will leave you craving for more. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3yHp6JC,",482,4,0
2021-05-28,"Chocolate and tangerine in the same recipe? You read that right! @ilisulaiman's Tangerine Cake with Vegan Chocolate Ganache is the rich yet refreshing dessert that’s bound to be a treat. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3yFJRoR,",222,0,0
2021-05-28,"@ilisulaiman's take on the Bambooless Lemang is a delicious concoction of coconut rice and salt. Pair this with her hearty Fish Rendang stew, and you’ll have a rave-worthy family dinner! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3uyPtyh,",251,1,0
2021-05-27,"Have a little taste of Thailand with this sweet and fluffy baked Thai Tea Swiss Roll! Any day is made perfect with a slice of this aromatic dessert and a piping hot cup of tea. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/34jfTcj,",249,1,0
2021-05-27,"This Carrot & Radish Kimchi packs a tangy punch; oh so crunchy, oh so nice and full of spice. You’ll want to have this Banchan, or Korean side dish, for every meal! Link on bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/34iO2t3,",360,1,0
2021-05-26,"Enjoy a refreshing, lighter take on this well-loved Southeast Asian dish. This Keto Cauliflower chicken Rice has all the savoury flavours with none of the guilt! Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3vl054W,",318,3,0
2021-05-26,"Craving a bowl of hearty soup fare? @SarahHuangBenjamin’s umami-packed Vegetarian Nyonya Laksa has everything you need in one bowl! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3ffE2qH,",593,6,0
2021-05-25,"Looking for the perfect treat to pair with your afternoon tea? These fluffy and aromatic Cheese Kaya Swiss Rolls certainly fit the bill! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/34bQdhS,",258,4,0
2021-05-25,"Silky smooth steamed egg filled with chunks of salted egg yolk and century eggs? This Triple Steamed Eggs dish is an eggcellent side to add to your repertoire of recipes! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3wJB7fZ,",434,2,0
2021-05-24,"Nasi Impit, or compressed rice has a wonderful aroma and perfect for pairing with thick gravy dishes, like Kuah Kacang. Simply prepare the 2 components, then sink your teeth into its fragrant flavours and textures. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3bNGd2K,",257,2,0
2021-05-24,"Traditional Proben is made with deep-fried chicken offal dredged in flour, but this version replaces all that with marinated chicken skin - perfect on its own or as a bar snack! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3fdSJKP,",687,8,0
2021-05-23,"These Bonchon Soy Garlic Chicken Wings are going to be your next favorite Korean-style sides. These wings coated in a sweet crispy exterior are guaranteed to satisfy your taste buds. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3hFGc4E,",298,1,0
2021-05-23,"Good food loves great company - so join our Asian Food Network Super Community group at the link in bio and be part of our family! Plus, we’ll even share more food-related content and host contests with exclusive prizes too.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2QxVFIG,",237,1,0
2021-05-22,"Beat the heat with this refreshing Watermelon Lemonade. This zesty beverage is simple to make and delicious to drink - we're not surprised that it's such a popular drink in Indonesia. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3wj5wkJ,",291,2,0
2021-05-22,"Get ready for another match made in heaven because this Korean Banchan not only tastes good but is good for you. You’ll love this refreshing Cucumber Kimchi as it adds spice and crunch to your rice or noodles in a healthy way. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2Qx6E54,",575,3,0
2021-05-21,"Yuda’s Spaghetti Panggang is a pasta wonderland! The viral dish combines the best of classic Italian dishes, namely spaghetti and lasagne, into one creamy yet satisfying meal for the family. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3ypuOzF,",335,4,0
2021-05-21,"Soft fermented cassava, or tape, sandwiched between two crackers before being fried to perfection? You know you’re in for a treat with this popular Indonesian snack, Roti Gabin Tape.
Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3eXsVm8,",634,9,0
2021-05-20,"Love to bake but hate doing the dishes? @sarahhuangbenjamin's One-Bowl Coconut Kueh is the recipe for you! You’ll be pleasantly surprised by how simple this recipe is, given how delicious these kuehs end up. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3uVeuVb,",190,0,0
2021-05-20,"Chee Cheong Fun, or Steamed Rice Noodle Roll, can be found in many dim sum eateries but tastes best when you make it on your own. We assure you, these silky sheets of rice paper brimming with your favourite fillings are well worth the effort! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/33YdN1n,",497,5,0
2021-05-19,"Good things take time, and @sarahhuangbenjamin's recipe for these chewy Hakka Abacus Seeds proves the point. Indulge in these delightful yam dumplings are the perfect balance between savoury and refreshing. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/340n7Sk,",603,3,0
2021-05-19,"Meet the Indonesian take to crispy fried dumplings - the Pangsit Goreng. These crisp as crackers treats are first boiled then deep-fried to give it that perfect crunch - perfect for complementing your bowl of noodles. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/2Qunm55,",935,7,0
2021-05-18,"The perfect blend of coconut milk and pandan served as a pillowy soft dessert? No wonder the Lapis Kanji Kelapa is such a popular Indonesian kueh. Serve this up to your guests and watch them be impressed by the flavour and texture! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3uQUxyN,",1941,26,0
2021-05-18,"This Pickled Radish may be simple to prepare, but it packs a complex array of flavours. Trust us - you’ll want to complement most of your meals with this crunchy Korean Banchan. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3w63m8a,",316,3,0
2021-05-17,"Anton’s Garlic Butter Prawns is on a whole new level. Soda-coat these juicy crustaceans and slather them in fragrant garlic butter sauce to really enhance the natural sweetness of the prawns. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3bweWRU,",319,4,0
2021-05-17,"Ready your pots and pans as Sarah shows you how to make one of the quintessential Zi Char dishes, the Spicy Salted Egg Squid. You’ll absolutely love this squid dish that’s coated in buttery, custardy, and creamy salted egg sauce. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3fiOblc,",550,1,0
2021-05-16,"Sweet Lempeng Bawang is a savoury pancake typically made for breakfast in Malay households and served with sugar or honey. Made with red and green onions then mixed with turmeric to give you that morning boost that starts your day right. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3beUq8A,",423,0,0
2021-05-16,"A staple Chinese dim sum dish, Lo Bak Go or Crispy Radish Cake is versatile and can be enjoyed fried making it crunchy on the outside and tender on the inside. Each bite will be met with hints of mushroom and dried shrimp making it a worthwhile flavour experience. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3hnsX8h,",544,2,0
2021-05-15,"Here are 2 ways you can enjoy Kueh Kosui, pandan or pumpkin flavoured. This easy to prepare treat will keep you wanting more so why not just make both variations to enjoy to your heart's content! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3y23k32,",318,2,0
2021-05-15,"Kriuk kriuk kriuk.. That’s all you’ll be hearing while snacking on these crunchy Tahu Kriuk-Kriuk. Perfect as a side dish or even a quick snack. Air-fry them for easy prep and extra crispy-ness. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3uBxSqd,",804,4,0
2021-05-14,"These Milo Krispies Cookies are a nostalgic treat for anyone who grew up with this chocolate malt drink and a new favourite for those who haven’t. Tuck into these oil-free snacks that are oh-so-simple to make. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3hgxQ2Z,",239,1,0
2021-05-14,"You’re gonna want more after having one bite of an Adobo Empanada. Essentially the Filipino version of a pocket meat pie stuffed with adobo seasoned pork encased in deep-fried dough. We’re getting hungry just looking at it! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3f49JBY,",260,3,0
2021-05-13,"Minced mackerel wrapped in coconut leaves, then grilled over a charcoal fire is what makes up Otak-otak. An easy to prepare dish that’ll tantalize the taste buds while taking in its flavourful aroma. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2RI6Gr4,",355,2,0
2021-05-13,"Have a date with this Sweet and Savoury Date Omelette recipe. Sure it’s not as romantic, but between the protein-packed goodness and the sweetness of the dates, we see this as an absolute win! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3twpHtX,",340,0,0
2021-05-12,"A chinese delicacy, sip this light soup sweetened by lotus root that is sure to give you the feeling of calm and abundance. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3hiJk68,",228,1,0
2021-05-12,"Things are heating up over at the AFN Super Community page. Join us so you won’t miss out on all the fun and prizes you could be winning! Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3hlLlOX,",238,1,0
2021-05-11,"Check out this special Kue Keju or Cheese Stick Cookies by fellow foodie Yuda! A staple at festive celebrations, you will not be able to keep your hands off this addictive snack. The Edam cheese used gives each cookie it's compelling taste. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3bhG5s1,",530,9,0
2021-05-11,"From Sambal Sotong to Gulai Nangka! It’s time to get Raya ready with some lip-smacking recipes we’ve prepared for you this Eid! Check it out at the link in our bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3y0OKsh,",450,9,0
2021-05-10,"Take a bite of this buttery and herb-filled Korean Garlic Cheese Bread and you will never want any other garlic bread again! A popular Korean street food that is sure to win the hearts of your family! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3hi55TA,",634,9,0
2021-05-10,"Treat yourself to something sweet and chewy with Yuda’s Kue Nagasari. This Javanese steamed cake made of rice flour and bananas is the go-to dessert for beating the blues! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3f4m3lD,",716,12,0
2021-05-09,"Arum Hasubllah’s Urap or Steamed Vegetable Salad with Coconut Dressing is a great way to have your greens. Our talented community member even recommended tossing in a couple of young cassava leaves or young papaya leaves to make it a tad bit more authentic. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3h9y8ca,",338,5,0
2021-05-09,"A Ramadhan staple! Similar to a Cantonese porridge,
enjoy this spiced meaty congee which exudes the ultimate comfort food and is easy on the stomach. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3vXfb0p,",410,0,0
2021-05-08,"Air fryers are best paired with easy recipes like this! Try out this healthy air-fried roasted chicken for an awesome weekend meal. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2PVmtlM,",360,4,0
2021-05-08,"We’re all envious of Anne Paul’s childhood thanks to her Nana’s Cherry Pie! This talented community member’s indulgent pie is the perfect sticky-sweet dessert to fall in love with. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3w1K6J5,",250,2,0
2021-05-07,"Want a crispy appetizer? Look no further than this Indo-Chinese fusion dish that is best enjoyed with a chilled beverage! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3h1OzHi,",403,2,0
2021-05-07,"Bite into this tasty Taiwanese Tea Egg that bursts with salty soy sauce infused with black tea. A great addition to any savoury meal and easy to make at that! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3toQ04Y,",290,5,0
2021-05-06,"Give the traditional pizzas a Vietnamese twist and decorate a crispy grilled rice paper with your favorite ingredients! No wonder this Vietnamese Pizza is such a popular street food in Vietnam. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3h5PO8s,",281,1,0
2021-05-06,"Spruce up your leftover rice by turning it into a delicious plate of Crab Fried Rice. Don’t be daunted by its appearance or the fact that it’s Bib Gourmand awarded dish on Michelin Guide - this Thai-style crab-studded fried rice is surprisingly easy to make. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2QWHOfe,",631,2,0
2021-05-05,"Marry the famous shoyu-based onsen egg with a blend of aromatic Thai spices for that refreshing yet earthy taste. This Thai Twist Onsen Egg will definitely tantalise your taste buds. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram ttps://bit.ly/3h32Weg,",332,2,0
2021-05-05,"Meat-free curry? Yes, please! Yuda’s Gulai Nangka is THE must-have curry dish for your Hari Raya celebration. You’ll be pleasantly surprised how well jackfruit pairs with the spices in this dish. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3tjvDq6,",647,19,0
2021-05-04,"Take your omelette game to the next level with this Ou Luak recipe. Sprinkle a handful of juicy oysters into this mix of egg, and flour and you’ll have yourself a crispy yet chewy side dish to enjoy! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2QL4bV0,",248,0,0
2021-05-04,"Missing the Indonesian milk pie that’s sold everywhere on Bali? Stay safe at home and make it yourself with this Pie Susu recipe and fall in love with the custardy goodness. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3eOiVKM,",336,0,0
2021-05-03,"Nothing beats a comforting dish to warm yourself up this festive season, and Yuda’s Semur Ayam is the sweet and savoury stew that’s fit for the job. Tuck into this perfectly balanced, wholesome Indonesian chicken stew. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3vEJTeG,",493,7,0
2021-05-03,"After a long day of fasting, there’s nothing like a plate of home cooked food to soothe your soul! From Roti Jala to Nasi Campur, check out our best dishes to try out and feast on for Iftar! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3vAIeGP,",404,2,0
2021-05-02,"Indulge in some Nastar Sehat or Healthy Pineapple Tarts minus the guilt! This version of the favourite festive celebration snack features less sugar in both the filling and the dough. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3vjOqCS,",464,4,0
2021-05-02,"Tantalize your taste buds with some Sticky Honey Soy Chicken. An easy to cook dish that is sure to wow your guests and your family! Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2PsPYLy,",703,6,0
2021-05-01,"Looking for something simple and crunchy to whip up for snack time? Camote chips are delicious and easy to prepare. Pour out some ketchup and you’re good to go! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2PAkRxS,",280,0,0
2021-05-01,"Sany N Rachmanda’s Saffron and Coffee Panna Cotta is what indulgence is made of! And the best part about this deliciously delicate dessert from our talented community member is that it’s also very healthy. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2S78ERY,",322,2,0
2021-04-30,"Sweet, savoury, and spicy, Ili’s Daging Dendeng makes for the perfect dish to serve up for Raya. Fall in love with the blend of tamarind, oyster sauce, and soy sauce that lends this crispy beef dish its unique assortment of flavours. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3gPPs5P,",248,1,0
2021-04-30,"Hailing from Pontianak in West Kalimantan, this fritter is filled with fragrant chives and topped with anchovies! Enjoy this crispy deep fried treat dipped with a sweet chilli sauce as an afternoon snack. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2QAr5yk,",388,2,0
2021-04-29,"@kreasisasa has been doing its part in spreading positivity during these unprecedented times. Join in the fun while also savouring Sasa’s delicious and nutrient packed goodness!
Find out more here at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3aGRJfp,",97,1,0
2021-04-29,"Bananas and chocolates are a good combination, and this Pisang Coklat recipe takes that to the next level! Place a handful of sliced bananas on a spring roll wrap and spread chocolate on them before frying it, and you’ll have yourself a sweet treat. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3gL4UzN,",475,14,0
2021-04-28,"Sate that wanderlust with one of the most famous Balinese foods, the Ayam Telur Bumbu Bali. A bite out of this dish made of tender fried chicken and hard-boiled eggs will transport your taste buds to Bali. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/2R4ZFjE,",286,1,0
2021-04-28,"Ili’s Serunding Udang recipe is going to be your next favorite condiment. Trust us, this seasoning made with caramelised coconut shreds and dried shrimps is perfect for sprucing up your rice, pastries, or even as a curry garnish. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3tYCOoP,",300,0,0
2021-04-27,"These delicate rolls of tastiness will tickle your taste buds. Filled with delicious shredded turnips, prawns, and bean sprouts, it’s no surprise why the Popiah is so well-received among Malaysians and Singaporeans alike. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3gFflF4,",235,2,0
2021-04-27,"Crunchy, spicy, and oh-so-fun to it - Yuda’s Kangkung Telur Puyuh, or Water Spinach with Quail Eggs, has it all! Try your hands at making this famous Ramadan vegetable dish with Yuda at the link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3nlyddK,",502,0,0
2021-04-26,"Don’t let the humble appearance fool you. The Nasi Goreng Kambing is so packed full of flavours, it even made it to the number 2 spot on CNN’s “World’s 50 Most Delicious Foods” list! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3tQag0s,",267,1,0
2021-04-26,"Start the week right with Anna’s Asparagus Salad with Creamy Avocado Dressing. After all, nothing chases away the blue like a healthy yet delicious bowl of crunchy goodness! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3gClwd0,",301,7,0
2021-04-25,"A cake for the season! Enjoy this simple one layer cake dressed with whipped cream or berry compote as a lovely dessert or coffee time treat. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3sJkbDG,",220,1,0
2021-04-25,"Take a crack at Anna’s Coconut Cashew Rice Pudding. It’s creamy, delicious, and vegan! And with how quick and easy this recipe is, you don’t even have to drop your plans to make your weekends sweeter. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3nb5ubu,",221,0,0
2021-04-24,"This eye-catching Dadar Gulung Pandan is more than just good looks. Filled with grated coconut that's soaked in palm sugar, you know this dish is enticing from the inside and out. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3aQBtJd,",577,5,0
2021-04-24,"Forget the pot of gold at the end of the rainbow! Ili’s Biskut Suji Pelangi, or Rainbow Sugee Cookies, are all you need. Serve them up for Raya, and you’ll have a delightful snack that looks as good as it tastes. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3sFb6f3,",376,0,0
2021-04-23,"You know the Hakka Chinese were onto something when they came up with this Thunder Tea Rice! A vibrant mix of green tea, mint, mugwort, coriander & basil, this tea-riffic main course will certainly wow you. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3neseYf,",285,0,0
2021-04-23,"A popular street food, Taiwanese Sesame noodles are unique made with wheat noodles and a nutty sesame paste.  You can definitely make this quick dish for a light lunch or dinner! Link
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3awt8tG,",248,0,0
2021-04-22,"Ramen-style wheat noodles with juicy bite-sized meat pieces and veggies! This Japanese stir fried noodle dish is perfect for a fast lunch or dinner. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3dDFl1D,",322,0,0
2021-04-22,"A thick and fiery noodle soup that is going to light up your tastebuds. This Indonesian recipe seasoned with aromatic spices, and can be topped with any protein you prefer! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2Pbf2GN,",489,2,0
2021-04-21,"This Thai-style Satay Chicken with Citrus Papaya salad is the ultimate low-carb, high flavour meal! The zest from salad helps balance out the savoury satay to provide that sweet contrast to your meal.

For more perfectly balanced meals, check out @fitthreesg's menu. Don’t forget to register at www.asianfoodnetwork.com and order more than 5 meals a week with them to enjoy 10% off your meals. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3sFObAm,",337,1,0
2021-04-21,"This one is for all our garlic lovers out there! Try this Steamed Garlic Prawns recipe that's full of garlicky goodness. Plus, pairing the garlic's fragrance with the sweetness of the shrimp adds so much flavour to the dish. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3avhsYa,",305,2,0
2021-04-20,"The Army Stew is an unassuming dish made from a modest set of ingredients - but don’t let that fool you. This humble bowl of stew packs a complex yet perfectly balanced flavour! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3gspipk,",646,3,0
